"Transaction_ID","Date_of_Purchase","Time_of_Purchase","Purchase_Type","Payment_Method","Railcard","Ticket_Class","Ticket_Type","Price","Departure_Station","Arrival_Destination","Date_of_Journey","Departure_Time","Arrival_Time","Actual_Arrival_Time","Journey_Status","Reason_for_Delay","Refund_Request"
"42d71a7a-61af-442a-a7f9","2024-01-26","15:25:39","Online","Credit Card","Adult","Standard","Advance","2","Manchester Piccadilly","Sheffield","2024-01-27","13:45:00","14:30:00","14:30:00","On Time","None","No"
"42dd9fd9-4e9d-4064-aa1b","2024-02-01","17:39:28","Station","Credit Card","None","Standard","Off-Peak","12","London St Pancras","Birmingham New Street","2024-02-01","19:00:00","20:20:00","20:20:00","On Time","None","No"
"42e0891c-53ef-44a2-b262","2024-01-23","06:08:55","Online","Credit Card","Disabled","Standard","Anytime","47","London Kings Cross","York","2024-01-23","07:30:00","09:20:00","09:20:00","On Time","None","No"
"42e3697e-8a99-4805-906a","2024-02-13","17:18:03","Online","Credit Card","None","Standard","Anytime","16","London St Pancras","Birmingham New Street","2024-02-13","18:45:00","20:05:00","20:05:00","On Time","None","No"
"42e665c2-babf-43d7-8dcd","2024-01-24","13:19:50","Online","Contactless","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-01-25","11:45:00","13:05:00","13:05:00","On Time","None","No"
"42ebdcd9-7d77-4849-bf7b","2024-01-29","08:16:45","Online","Credit Card","None","Standard","Advance","35","London Kings Cross","York","2024-01-30","07:45:00","09:35:00","09:35:00","On Time","None","No"
"42f7a8da-1628-4978-ac71","2024-01-27","15:11:16","Station","Debit Card","None","Standard","Off-Peak","126","Manchester Piccadilly","London Euston","2024-01-27","15:30:00","17:20:00","17:38:00","Delayed","Staffing","Yes"
"42f7c294-8680-4137-bbcb","2024-01-23","14:55:48","Online","Contactless","Adult","Standard","Anytime","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-23","16:15:00","16:45:00","16:45:00","On Time","None","No"
"42fce6fd-91bf-4644-a7b5","2024-01-12","03:00:24","Online","Credit Card","None","Standard","Off-Peak","33","Birmingham New Street","London St Pancras","2024-01-12","04:30:00","05:50:00","05:50:00","On Time","None","No"
"42fd3cb3-4a84-41a0-ba85","2024-01-30","01:07:45","Online","Contactless","Adult","Standard","Off-Peak","72","London Euston","Manchester Piccadilly","2024-01-30","23:30:00","01:20:00","01:20:00","On Time","None","No"
"4302864f-3989-4cb5-9e74","2024-01-22","18:44:28","Station","Credit Card","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-01-23","17:00:00","18:20:00","no infor","Cancelled","Technical Issue","Yes"
"430a66de-26ee-4319-9b84","2024-01-20","12:12:09","Online","Credit Card","Adult","First Class","Advance","36","London St Pancras","Birmingham New Street","2024-01-21","10:30:00","11:50:00","11:50:00","On Time","None","No"
"430cb0dd-c2ed-42f8-a6a9","2024-02-09","01:37:50","Online","Contactless","Adult","Standard","Advance","2","Manchester Piccadilly","Liverpool Lime Street","2024-02-24","00:00:00","00:30:00","00:30:00","On Time","None","No"
"430f1edf-bdc6-4a8d-9c8d","2024-01-05","13:28:22","Online","Credit Card","None","Standard","Off-Peak","50","Birmingham New Street","Reading","2024-01-05","14:45:00","16:15:00","16:15:00","On Time","None","No"
"4311f72a-1d8c-4a3b-a67e","2024-02-02","05:12:38","Station","Credit Card","None","Standard","Advance","84","Manchester Piccadilly","London Euston","2024-02-16","03:30:00","05:20:00","05:28:00","Delayed","Weather Conditions","No"
"43137c38-0910-4cc8-883b","2024-01-07","17:16:33","Online","Credit Card","Senior","Standard","Off-Peak","8","Liverpool Lime Street","Crewe","2024-01-07","18:45:00","19:20:00","19:20:00","On Time","None","No"
"43144ded-bd1e-4658-b470","2024-01-20","01:44:52","Online","Contactless","Adult","Standard","Advance","2","Manchester Piccadilly","Liverpool Lime Street","2024-01-21","00:00:00","00:30:00","no infor","Cancelled","Weather","No"
"431733d5-338b-4db9-b54c","2024-02-08","08:22:12","Online","Credit Card","None","Standard","Advance","13","London Paddington","Reading","2024-02-09","07:45:00","08:45:00","08:45:00","On Time","None","No"
"4321c441-dfad-4050-b822","2024-01-24","02:04:49","Station","Credit Card","None","First Class","Off-Peak","200","Manchester Piccadilly","London Euston","2024-01-24","03:30:00","05:20:00","05:31:00","Delayed","Weather Conditions","No"
"4326b73e-a4e2-4438-a3e9","2024-01-26","12:35:22","Station","Contactless","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-02-03","11:00:00","11:30:00","12:59:00","Delayed","Staff Shortage","No"
"432db581-73cd-46fa-a094","2024-01-26","21:56:54","Online","Credit Card","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-01-27","20:15:00","20:45:00","20:45:00","On Time","None","No"
"4331f06c-8ecd-4d10-bb7a","2024-01-20","20:07:33","Online","Credit Card","Adult","Standard","Off-Peak","10","Manchester Piccadilly","Leeds","2024-01-20","21:30:00","22:15:00","no infor","Cancelled","Traffic","No"
"4333cc4a-c16f-4441-a44e","2024-01-19","06:09:52","Online","Credit Card","None","Standard","Anytime","70","London Kings Cross","York","2024-01-19","07:30:00","09:20:00","09:20:00","On Time","None","No"
"4336dc1a-2f99-421b-87cd","2024-01-03","15:22:13","Online","Credit Card","None","Standard","Advance","7","London Euston","Birmingham New Street","2024-01-04","13:45:00","15:05:00","15:05:00","On Time","None","No"
"4338ceab-8f4a-4e6a-aa8e","2024-01-17","08:10:05","Online","Credit Card","Disabled","Standard","Advance","15","Birmingham New Street","London St Pancras","2024-01-18","06:30:00","07:50:00","07:50:00","On Time","None","No"
"4339b074-44e5-45aa-8052","2024-01-08","11:46:33","Online","Credit Card","Adult","Standard","Off-Peak","3","Liverpool Lime Street","Manchester Piccadilly","2024-01-08","13:15:00","13:45:00","13:45:00","On Time","None","No"
"433c19dc-fce0-49ed-a6db","2024-01-22","10:20:37","Station","Credit Card","Senior","First Class","Advance","35","London Euston","Birmingham New Street","2024-01-23","09:45:00","11:05:00","11:05:00","On Time","None","No"
"433c5603-380b-4d3b-99bf","2024-01-17","02:11:05","Station","Contactless","None","Standard","Off-Peak","50","Birmingham New Street","Reading","2024-01-17","03:30:00","05:00:00","05:00:00","On Time","None","No"
"43417915-5cd5-4c6f-8dc2","2024-02-02","06:06:52","Station","Contactless","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-02-03","04:30:00","05:50:00","no infor","Cancelled","Staff Shortage","No"
"4348deec-8100-4991-8990","2024-01-31","15:49:45","Online","Contactless","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-02-01","14:15:00","15:35:00","15:35:00","On Time","None","No"
"43503dfa-4ff2-475c-bc7c","2024-01-02","06:08:48","Online","Credit Card","None","Standard","Advance","22","Birmingham New Street","London St Pancras","2024-01-03","04:30:00","05:50:00","05:50:00","On Time","None","No"
"435382aa-3589-44f4-bb41","2024-01-05","18:46:51","Online","Credit Card","None","First Class","Advance","57","London Kings Cross","York","2024-01-06","17:15:00","19:05:00","19:05:00","On Time","None","No"
"435571b6-348a-4da2-a110","2024-01-14","04:52:16","Online","Debit Card","Senior","First Class","Off-Peak","27","London Paddington","Reading","2024-01-14","06:15:00","07:15:00","07:15:00","On Time","None","No"
"4355884d-0311-4636-b0db","2024-01-29","11:18:24","Station","Contactless","None","Standard","Off-Peak","5","Liverpool Lime Street","Manchester Piccadilly","2024-01-29","12:45:00","13:15:00","13:15:00","On Time","None","No"
"4355d3db-d3f4-4645-93c8","2024-02-12","10:43:41","Online","Credit Card","Senior","Standard","Advance","15","Birmingham New Street","London St Pancras","2024-02-24","09:00:00","10:20:00","10:20:00","On Time","None","No"
"4360ffd4-1fb9-4bde-94d3","2024-01-09","18:43:35","Station","Credit Card","None","Standard","Off-Peak","19","London Paddington","Reading","2024-01-09","20:00:00","21:00:00","21:00:00","On Time","None","No"
"436297bb-ed29-44a0-9796","2024-01-25","20:49:24","Station","Credit Card","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-26","19:15:00","19:45:00","19:45:00","On Time","None","No"
"436919ca-4d30-45ac-a0dc","2024-02-03","05:06:04","Online","Contactless","None","Standard","Advance","35","London Kings Cross","York","2024-02-15","03:30:00","05:20:00","05:20:00","On Time","None","No"
"436989fb-9e23-490d-9745","2024-01-10","05:07:13","Online","Credit Card","None","Standard","Anytime","10","Birmingham New Street","Stafford","2024-01-10","06:30:00","07:00:00","07:00:00","On Time","None","No"
"436acbbd-ce65-4507-9f3a","2024-02-07","11:00:27","Online","Contactless","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-02-27","09:30:00","10:00:00","10:00:00","On Time","None","No"
"436f2470-e320-45df-98d5","2024-01-24","15:14:03","Station","Contactless","None","Standard","Advance","13","Reading","London Paddington","2024-01-25","13:30:00","13:55:00","13:55:00","On Time","None","No"
"438509b1-f2d6-4b64-95bd","2024-02-12","20:39:44","Station","Credit Card","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-02-26","19:00:00","20:20:00","20:20:00","On Time","None","No"
"43893eba-c645-429b-8d82","2024-01-16","17:22:43","Station","Debit Card","Senior","Standard","Anytime","95","London Euston","Manchester Piccadilly","2024-01-16","18:45:00","20:35:00","20:35:00","On Time","None","No"
"438e512b-b7d5-4996-ac1a","2024-01-22","17:33:10","Station","Credit Card","Adult","Standard","Advance","23","London Kings Cross","York","2024-01-23","16:00:00","17:50:00","17:50:00","On Time","None","No"
"4390d4b0-7dd1-4d04-bc9c","2024-02-02","09:33:53","Station","Credit Card","None","Standard","Advance","76","Liverpool Lime Street","London Euston","2024-02-09","08:00:00","10:15:00","10:45:00","Delayed","Weather","No"
"439142a4-16f1-488b-aff2","2024-01-26","07:17:54","Online","Credit Card","None","Standard","Anytime","25","London Paddington","Reading","2024-01-26","07:45:00","08:45:00","08:45:00","On Time","None","No"
"4397e567-86dc-423a-b6fb","2024-02-05","15:20:03","Online","Credit Card","None","First Class","Advance","10","Liverpool Lime Street","Manchester Piccadilly","2024-02-27","13:45:00","14:15:00","no infor","Cancelled","Traffic","Yes"
"439cab24-9178-42cc-82c2","2024-01-10","03:32:46","Station","Credit Card","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-01-11","02:00:00","02:30:00","02:30:00","On Time","None","No"
"439e7814-61b2-4316-a3de","2024-01-10","10:32:10","Online","Credit Card","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-01-11","09:00:00","10:20:00","10:20:00","On Time","None","No"
"43a13497-4fe3-42ad-a370","2024-01-31","15:12:58","Station","Credit Card","None","Standard","Anytime","5","Manchester Piccadilly","Liverpool Lime Street","2024-01-31","17:45:00","18:15:00","19:24:00","Delayed","Traffic","No"
"43a537a9-ad76-4c7c-af50","2024-02-08","21:39:44","Online","Credit Card","None","Standard","Advance","7","London Euston","Birmingham New Street","2024-02-11","20:00:00","21:20:00","21:20:00","On Time","None","No"
"43a7e318-68ef-469c-878d","2024-01-18","15:22:51","Online","Credit Card","None","Standard","Anytime","18","Reading","Swindon","2024-01-18","17:45:00","18:30:00","18:30:00","On Time","None","No"
"43b60b16-62b5-4408-b0cd","2024-02-08","21:46:15","Online","Contactless","None","Standard","Advance","36","Birmingham New Street","Edinburgh","2024-02-15","20:15:00","00:45:00","00:45:00","On Time","None","No"
"43bef670-e105-4a6d-8371","2024-02-04","09:49:11","Online","Credit Card","None","Standard","Advance","6","Birmingham New Street","Liverpool Lime Street","2024-02-07","08:15:00","09:45:00","09:45:00","On Time","None","No"
"43c88835-cc88-4e3b-a3fb","2024-01-16","20:13:16","Station","Credit Card","None","Standard","Off-Peak","19","London Paddington","Reading","2024-01-16","21:30:00","22:30:00","22:30:00","On Time","None","No"
"43d589a8-e126-46d3-a3a0","2024-02-05","05:44:53","Online","Credit Card","Senior","Standard","Off-Peak","35","London Kings Cross","York","2024-02-05","09:30:00","11:20:00","11:20:00","On Time","None","No"
"43d62e29-bae7-400e-99f2","2024-02-02","02:07:19","Station","Credit Card","None","Standard","Off-Peak","126","Manchester Piccadilly","London Euston","2024-02-02","03:30:00","05:20:00","05:46:00","Delayed","Weather Conditions","No"
"43df2236-0e50-4e42-9024","2024-02-10","01:28:04","Station","Contactless","None","Standard","Off-Peak","31","Birmingham New Street","London Euston","2024-02-10","23:45:00","01:05:00","01:05:00","On Time","None","No"
"43e55600-4221-4ef7-8afe","2024-01-02","15:58:45","Station","Contactless","None","Standard","Anytime","6","Liverpool Lime Street","Manchester Piccadilly","2024-01-02","17:15:00","17:45:00","17:45:00","On Time","None","No"
"43e56233-c6fe-4881-ba43","2024-01-29","13:21:01","Online","Credit Card","Senior","Standard","Advance","23","London Kings Cross","York","2024-01-30","09:30:00","11:20:00","11:20:00","On Time","None","No"
"43e7a982-9b1b-4acb-b106","2024-02-11","20:28:34","Online","Credit Card","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-02-12","18:45:00","20:05:00","20:05:00","On Time","None","No"
"43ebaeae-45a1-4dd2-9d4b","2024-01-26","04:49:00","Online","Credit Card","Senior","Standard","Anytime","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-26","06:15:00","06:45:00","06:45:00","On Time","None","No"
"43f0d26b-4715-4f01-b18b","2024-02-03","17:25:10","Online","Credit Card","None","First Class","Off-Peak","80","London St Pancras","Birmingham New Street","2024-02-03","18:45:00","20:05:00","20:05:00","On Time","None","No"
"43f66d83-742f-4e87-81aa","2024-01-13","10:52:28","Station","Debit Card","Adult","Standard","Off-Peak","11","Birmingham New Street","Manchester Piccadilly","2024-01-13","11:15:00","12:35:00","13:13:00","Delayed","Technical Issue","Yes"
"43f6e2cc-1e3c-4485-b3d5","2024-01-02","05:11:07","Online","Credit Card","Disabled","Standard","Anytime","43","London St Pancras","Wolverhampton","2024-01-02","06:30:00","08:00:00","08:00:00","On Time","None","No"
"43fb87b7-431f-4818-8857","2024-02-06","14:34:18","Station","Debit Card","Disabled","Standard","Anytime","9","London Euston","Birmingham New Street","2024-02-06","16:00:00","17:20:00","17:20:00","On Time","None","No"
"43fedf15-0809-4989-810a","2024-01-09","14:32:59","Online","Contactless","None","Standard","Advance","24","York","Edinburgh Waverley","2024-01-10","13:00:00","15:30:00","15:30:00","On Time","None","No"
"440330af-0655-4895-9cff","2024-02-07","02:11:33","Online","Credit Card","None","First Class","Advance","52","London Euston","Birmingham New Street","2024-02-26","00:30:00","01:50:00","01:50:00","On Time","None","No"
"4408b20e-9a33-4a29-95ae","2024-01-16","17:20:33","Station","Contactless","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-17","15:45:00","16:15:00","16:15:00","On Time","None","No"
"4409fd86-dc37-47f4-86aa","2024-01-23","04:55:42","Online","Credit Card","None","Standard","Anytime","70","London Kings Cross","York","2024-01-23","06:15:00","08:05:00","08:07:00","Delayed","Technical Issue","No"
"440a4271-385c-434c-bbc5","2024-02-04","06:59:42","Online","Credit Card","Disabled","Standard","Advance","8","London Paddington","Reading","2024-02-15","05:15:00","06:15:00","06:15:00","On Time","None","No"
"4412be6f-0898-4f99-9ce5","2024-01-20","13:43:00","Station","Credit Card","Adult","Standard","Advance","2","Liverpool Lime Street","Manchester Piccadilly","2024-01-21","12:00:00","12:30:00","12:30:00","On Time","None","No"
"44149620-4577-4267-bdff","2024-02-03","17:29:23","Online","Credit Card","None","Standard","Off-Peak","12","London St Pancras","Birmingham New Street","2024-02-03","18:45:00","20:05:00","20:05:00","On Time","None","No"
"441af24f-32ca-4e39-8c2d","2024-01-04","10:41:32","Online","Contactless","None","Standard","Advance","13","London Paddington","Reading","2024-01-05","09:00:00","10:00:00","10:00:00","On Time","None","No"
"441e561f-ba5e-4310-b103","2024-01-18","20:22:58","Online","Credit Card","None","Standard","Advance","13","London Paddington","Reading","2024-01-19","18:45:00","19:45:00","19:45:00","On Time","None","No"
"442022e3-1fd7-4093-82a3","2024-01-09","03:15:31","Station","Credit Card","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-01-10","01:45:00","03:05:00","03:05:00","On Time","None","No"
"4421af7e-ca05-44fc-92d4","2024-02-03","08:10:49","Online","Credit Card","None","Standard","Advance","13","London Paddington","Reading","2024-02-25","07:30:00","08:30:00","08:30:00","On Time","None","No"
"4421da3f-ea46-40db-b474","2024-01-19","18:52:08","Station","Contactless","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-01-20","17:15:00","17:45:00","17:45:00","On Time","None","No"
"44264c8a-7159-44b3-a4dc","2024-01-12","21:38:36","Online","Credit Card","None","Standard","Advance","7","London Euston","Birmingham New Street","2024-01-13","20:00:00","21:20:00","21:20:00","On Time","None","No"
"4429fdda-846a-4731-b56b","2024-02-01","14:01:12","Online","Credit Card","Disabled","Standard","Off-Peak","7","London Euston","Birmingham New Street","2024-02-01","15:30:00","16:50:00","16:50:00","On Time","None","No"
"4432e9fa-3a51-4a55-bb84","2024-01-31","16:09:34","Station","Credit Card","Adult","First Class","Anytime","69","London Euston","Birmingham New Street","2024-01-31","17:45:00","19:05:00","19:05:00","On Time","None","No"
"44385d8f-de04-43c0-a40f","2024-01-31","04:25:05","Station","Contactless","Adult","Standard","Off-Peak","3","Liverpool Lime Street","Manchester Piccadilly","2024-01-31","05:45:00","06:15:00","06:49:00","Delayed","Signal Failure","No"
"44386521-62bb-4fe1-be5f","2024-01-09","17:31:34","Station","Contactless","Senior","Standard","Advance","2","Manchester Piccadilly","Liverpool Lime Street","2024-01-10","16:00:00","16:30:00","16:30:00","On Time","None","No"
"443b72f6-a544-47ab-820c","2024-01-12","15:51:34","Online","Credit Card","None","Standard","Anytime","70","London Kings Cross","York","2024-01-12","17:15:00","19:05:00","19:05:00","On Time","None","No"
"443baab1-03ea-4e9d-b865","2024-02-05","23:08:54","Station","Contactless","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-02-06","00:30:00","01:00:00","01:00:00","On Time","None","No"
"44406b93-a3db-4af9-b1f7","2024-01-29","14:37:07","Station","Contactless","Senior","Standard","Anytime","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-29","16:00:00","16:30:00","16:30:00","On Time","None","No"
"4454f5bc-2de2-4c1d-8958","2024-01-24","19:33:04","Station","Credit Card","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-25","17:45:00","18:15:00","18:15:00","On Time","None","No"
"44567a90-6660-4d0f-bc10","2024-01-02","03:48:41","Online","Contactless","None","Standard","Off-Peak","10","London Euston","Birmingham New Street","2024-01-02","05:15:00","06:35:00","06:35:00","On Time","None","No"
"4467afa4-f6d7-47c2-b05b","2024-01-29","17:41:49","Station","Debit Card","Disabled","Standard","Advance","4","London Euston","Birmingham New Street","2024-01-30","16:00:00","17:20:00","17:20:00","On Time","None","No"
"4469d770-df2c-409a-a843","2024-02-10","01:19:35","Online","Contactless","None","Standard","Off-Peak","12","London St Pancras","Birmingham New Street","2024-02-10","02:45:00","04:05:00","04:05:00","On Time","None","No"
"446beeaa-e974-4d3d-a341","2024-02-14","06:52:47","Station","Credit Card","Adult","Standard","Anytime","86","London Kings Cross","Liverpool Lime Street","2024-02-14","08:15:00","10:30:00","10:30:00","On Time","None","No"
"446d76dc-f015-46df-8540","2024-01-02","17:02:40","Online","Credit Card","Disabled","Standard","Advance","4","London Euston","Birmingham New Street","2024-01-03","15:30:00","16:50:00","no infor","Cancelled","Weather Conditions","No"
"447b340a-6a81-49a2-8edb","2024-01-05","07:23:34","Online","Credit Card","None","Standard","Anytime","35","London Paddington","Oxford","2024-01-05","07:45:00","09:15:00","09:15:00","On Time","None","No"
"447e7d11-da97-49eb-af10","2024-01-20","12:51:31","Online","Contactless","Senior","Standard","Off-Peak","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-20","14:15:00","14:45:00","no infor","Cancelled","Traffic","No"
"448124b6-2e36-408a-9a5f","2024-02-12","00:02:06","Station","Credit Card","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-02-29","22:30:00","23:50:00","23:50:00","On Time","None","No"
"4484bc09-e280-462f-9b1e","2024-01-21","04:10:12","Online","Contactless","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-22","02:30:00","03:00:00","03:00:00","On Time","None","No"
"4485dbd9-27fd-48cc-9ef1","2024-01-22","16:45:51","Station","Credit Card","None","Standard","Anytime","16","London St Pancras","Birmingham New Street","2024-01-22","18:15:00","19:35:00","19:35:00","On Time","None","No"
"44878d2a-667e-41ea-bb02","2024-02-11","09:32:38","Online","Contactless","None","Standard","Advance","13","London Paddington","Reading","2024-02-18","08:00:00","09:00:00","no infor","Cancelled","Signal failure","No"
"44977413-7ed5-4234-ac5a","2024-02-02","20:52:37","Online","Contactless","Senior","Standard","Off-Peak","6","Birmingham New Street","Liverpool Lime Street","2024-02-02","22:15:00","23:45:00","23:45:00","On Time","None","No"
"4497d7ce-b7ca-4700-9700","2024-02-07","17:18:26","Station","Contactless","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-02-28","15:45:00","16:15:00","16:15:00","On Time","None","No"
"44999bbf-180d-4f7e-bae1","2024-02-05","06:45:49","Station","Credit Card","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-02-22","05:15:00","05:45:00","05:45:00","On Time","None","No"
"44a0732c-eb97-45a6-8a26","2024-01-04","07:40:10","Online","Contactless","None","Standard","Off-Peak","10","London Euston","Birmingham New Street","2024-01-04","09:00:00","10:20:00","10:20:00","On Time","None","No"
"44a99ae0-4cf2-4501-af4e","2024-01-27","08:17:03","Online","Credit Card","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-28","07:45:00","08:15:00","08:15:00","On Time","None","No"
"44abbfa8-5dcc-4f5a-897c","2024-02-13","18:45:32","Station","Credit Card","None","Standard","Advance","76","Liverpool Lime Street","London Euston","2024-02-26","17:15:00","19:30:00","19:30:00","On Time","None","No"
"44b5de6d-f6db-4c7e-acb7","2024-01-16","09:11:31","Online","Credit Card","None","Standard","Advance","35","London Kings Cross","York","2024-01-17","07:30:00","09:20:00","09:20:00","On Time","None","No"
"44be252a-948e-4c19-95b1","2024-01-10","14:09:07","Station","Contactless","None","Standard","Off-Peak","19","London Paddington","Reading","2024-01-10","15:30:00","16:30:00","16:30:00","On Time","None","No"
"44c0008e-5a69-4225-85d7","2024-01-11","13:16:19","Online","Contactless","None","Standard","Advance","7","London Euston","Birmingham New Street","2024-01-12","11:45:00","13:05:00","13:05:00","On Time","None","No"
"44c4e898-a4f9-41d4-9291","2024-02-03","20:26:08","Online","Debit Card","Senior","Standard","Advance","8","London Paddington","Reading","2024-02-12","18:45:00","19:45:00","19:45:00","On Time","None","No"
"44ce22a4-3b5a-403c-98be","2024-02-04","18:37:50","Station","Credit Card","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-02-05","17:00:00","17:30:00","17:30:00","On Time","None","No"
"44cf3375-9993-4873-8e65","2024-01-22","08:11:42","Station","Credit Card","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-01-23","06:30:00","07:50:00","07:50:00","On Time","None","No"
"44d65b2b-9339-4e17-95eb","2024-01-20","10:38:41","Station","Contactless","Adult","Standard","Advance","6","Manchester Piccadilly","Leeds","2024-01-21","09:00:00","09:45:00","12:33:00","Delayed","Signal Failure","No"
"44db4c88-3df8-48d1-8935","2024-02-12","20:34:33","Online","Contactless","Adult","First Class","Advance","13","Liverpool Lime Street","Leeds","2024-02-20","19:00:00","20:30:00","20:30:00","On Time","None","No"
"44dbd2c5-0c62-4cf3-94f7","2024-01-19","06:39:45","Station","Contactless","None","Standard","Advance","35","London Kings Cross","York","2024-01-20","05:00:00","06:50:00","06:50:00","On Time","None","No"
"44dcf701-65e1-41ac-84c0","2024-01-02","06:58:18","Online","Credit Card","None","Standard","Anytime","13","London Euston","Birmingham New Street","2024-01-02","08:15:00","09:35:00","09:35:00","On Time","None","No"
"44df7677-8b86-466b-a131","2024-02-10","00:46:30","Station","Contactless","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-02-18","23:15:00","23:45:00","23:45:00","On Time","None","No"
"44e02269-a35a-4700-9c9e","2024-02-14","18:55:16","Online","Credit Card","None","Standard","Advance","35","London Kings Cross","York","2024-02-25","17:15:00","19:05:00","19:05:00","On Time","None","No"
"44e4698b-42c9-416b-91c4","2024-01-31","07:49:39","Online","Credit Card","None","Standard","Off-Peak","19","London Paddington","Reading","2024-01-31","09:15:00","10:15:00","10:15:00","On Time","None","No"
"44efc69e-6175-42f6-9839","2024-01-03","16:14:43","Station","Credit Card","Adult","Standard","Anytime","9","London Euston","Birmingham New Street","2024-01-03","17:45:00","19:05:00","no infor","Cancelled","Technical Issue","No"
"44f041bb-476e-4bef-b529","2024-01-29","04:05:36","Online","Contactless","None","Standard","Advance","3","Manchester Piccadilly","Liverpool Lime Street","2024-01-30","02:30:00","03:00:00","03:00:00","On Time","None","No"
"44f0e52b-a76d-444e-b060","2024-02-03","08:01:46","Online","Credit Card","None","Standard","Advance","7","London Euston","Birmingham New Street","2024-02-13","06:30:00","07:50:00","07:50:00","On Time","None","No"
"44f85416-4cdc-4087-8c90","2024-01-24","14:53:48","Online","Contactless","None","Standard","Advance","3","Liverpool Lime Street","Manchester Piccadilly","2024-01-25","13:15:00","13:45:00","13:45:00","On Time","None","No"
"4501a178-a7b2-4c4a-94c3","2024-02-02","01:43:09","Online","Contactless","Adult","Standard","Advance","2","Manchester Piccadilly","Liverpool Lime Street","2024-02-13","00:00:00","00:30:00","00:30:00","On Time","None","No"
"4502744a-2aa8-40fb-91e4","2024-01-08","01:56:12","Station","Credit Card","Adult","Standard","Advance","15","Birmingham New Street","London St Pancras","2024-01-09","00:15:00","01:35:00","01:35:00","On Time","None","No"
"45033156-4e48-490c-95bf","2024-02-02","04:26:32","Online","Credit Card","None","Standard","Off-Peak","12","London St Pancras","Birmingham New Street","2024-02-02","05:45:00","07:05:00","07:05:00","On Time","None","No"
"4505f903-b13a-4dbd-96db","2024-02-01","09:02:02","Online","Credit Card","None","Standard","Advance","3","London Paddington","London Waterloo","2024-02-02","07:30:00","09:00:00","09:00:00","On Time","None","No"
"450aec87-3a26-48cd-a9e3","2024-01-15","20:03:37","Station","Credit Card","Adult","Standard","Advance","4","London Euston","Birmingham New Street","2024-01-16","18:30:00","19:50:00","19:50:00","On Time","None","No"
"450f0e92-4921-4bc9-866f","2024-01-16","07:48:30","Online","Credit Card","Senior","Standard","Advance","2","Manchester Piccadilly","Liverpool Lime Street","2024-01-17","06:15:00","06:45:00","06:45:00","On Time","None","No"
"45228f58-8ae3-465d-8bcd","2024-01-18","14:51:13","Online","Contactless","None","Standard","Anytime","13","London Euston","Birmingham New Street","2024-01-18","16:15:00","17:35:00","17:35:00","On Time","None","No"
"452320e9-a181-4457-821d","2024-01-02","20:18:10","Online","Credit Card","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-01-03","18:45:00","20:05:00","20:05:00","On Time","None","No"
"45247bb7-2842-4364-9b13","2024-02-02","09:08:37","Online","Credit Card","None","Standard","Advance","35","London Kings Cross","York","2024-02-03","07:30:00","09:20:00","09:20:00","On Time","None","No"
"45335f83-9d07-436a-b966","2024-02-07","21:23:52","Station","Contactless","None","Standard","Advance","35","London Kings Cross","York","2024-02-08","19:45:00","21:35:00","21:35:00","On Time","None","No"
"4537465f-3c5c-4f68-a9f1","2024-02-02","03:40:57","Online","Credit Card","None","Standard","Advance","8","London St Pancras","Birmingham New Street","2024-02-14","02:00:00","03:20:00","03:20:00","On Time","None","No"
"453c97ab-dbcd-4b4b-abd5","2024-02-04","17:15:43","Online","Credit Card","None","Standard","Off-Peak","50","York","Peterborough","2024-02-04","18:45:00","19:55:00","19:55:00","On Time","None","No"
